Transaction ID,Date,Time,Product Name,Category,Quantity,Sale Price,Cost Price,Staff Member,Revenue,Cost,Profit
TXN005948,2025-08-03,21:10,Bulmers,Cider,2,6.3,2.6,Staff E,12.6,5.2,7.4
TXN005949,2025-09-20,19:30,Malibu Dash,Spirits,2,7.4,2.15,Staff F,14.8,4.3,10.5
TXN005949,2025-09-20,19:30,Smithwicks,Beer,2,5.8,2.1,Staff F,11.6,4.2,7.4
TXN005950,2025-11-03,22:15,Rockshore Lager,Beer,2,6.0,2.4,Staff B,12.0,4.8,7.2
TXN005950,2025-11-03,22:15,Pornstar Martini,Cocktails,1,11.5,3.75,Staff B,11.5,3.75,7.75
TXN005951,2025-12-19,21:50,Guinness,Beer,1,5.9,2.15,Staff C,5.9,2.15,3.75
TXN005951,2025-12-19,21:50,Hot and Spicy Peanuts,Snacks,2,2.1,0.9,Staff C,4.2,1.8,2.4
TXN005951,2025-12-19,21:50,Madri,Beer,1,6.3,2.65,Staff C,6.3,2.65,3.65
TXN005951,2025-12-19,21:50,Red Bull,Soft Drink,1,4.2,1.55,Staff C,4.2,1.55,2.65
TXN005951,2025-12-19,21:50,Budweiser,Beer,1,6.0,2.35,Staff C,6.0,2.35,3.65
TXN005952,2025-06-20,01:00,Vodka Coke,Spirits,4,7.6,2.25,Staff B,30.4,9.0,21.4
TXN005952,2025-06-20,01:00,Blue WKD,Alcopops,1,6.3,2.65,Staff B,6.3,2.65,3.65
TXN005953,2025-07-25,21:10,Tayto,Snacks,1,1.8,0.75,Staff B,1.8,0.75,1.05
TXN005953,2025-07-25,21:10,Rockshore Lager,Beer,2,6.0,2.4,Staff B,12.0,4.8,7.2
TXN005953,2025-07-25,21:10,Heineken,Beer,3,6.1,2.35,Staff B,18.3,7.05,11.25
TXN005954,2025-04-09,21:55,Corona,Beer,1,6.4,2.8,Staff C,6.4,2.8,3.6
TXN005955,2025-12-20,19:30,Baileys,Spirits,2,6.5,2.05,Staff E,13.0,4.1,8.9
TXN005956,2025-06-26,22:40,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff F,15.2,4.4,10.8
TXN005956,2025-06-26,22:40,Tuborg,Beer,2,5.8,2.2,Staff F,11.6,4.4,7.2
TXN005956,2025-06-26,22:40,Vodka Coke,Spirits,1,7.6,2.25,Staff F,7.6,2.25,5.35
TXN005957,2025-09-04,21:50,Jagerbomb,Spirits,4,8.5,3.1,Staff D,34.0,12.4,21.6
TXN005958,2025-10-01,19:25,Jameson,Spirits,3,6.8,1.95,Staff F,20.4,5.85,14.55
TXN005959,2025-11-11,20:40,House Red Wine,Wine,1,7.2,2.75,Staff I,7.2,2.75,4.45
TXN005960,2025-06-27,22:20,Heineken,Beer,2,6.1,2.35,Staff B,12.2,4.7,7.5
TXN005960,2025-06-27,22:20,Jagerbomb,Spirits,2,8.5,3.1,Staff B,17.0,6.2,10.8
TXN005960,2025-06-27,22:20,Rockshore Cider,Cider,2,6.2,2.55,Staff B,12.4,5.1,7.3
TXN005960,2025-06-27,22:20,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff B,15.2,4.4,10.8
TXN005961,2025-11-07,21:35,Club Orange,Soft Drink,1,3.4,0.95,Staff E,3.4,0.95,2.45
TXN005962,2025-04-22,19:00,Diet Coke,Soft Drink,1,3.4,0.95,Staff H,3.4,0.95,2.45
TXN005963,2025-09-05,22:50,Bulmers,Cider,3,6.3,2.6,Staff E,18.9,7.8,11.1
TXN005964,2025-08-14,22:10,Bulmers,Cider,2,6.3,2.6,Staff B,12.6,5.2,7.4
TXN005965,2025-12-07,20:10,Vodka Coke,Spirits,1,7.6,2.25,Staff D,7.6,2.25,5.35
TXN005966,2025-10-10,15:25,Beamish,Beer,3,5.8,2.05,Staff B,17.4,6.15,11.25
TXN005966,2025-10-10,15:25,Guinness,Beer,3,5.9,2.15,Staff B,17.7,6.45,11.25
TXN005967,2025-07-02,22:05,Baby Guinness Shot,Spirits,5,6.8,2.1,Staff C,34.0,10.5,23.5
TXN005968,2025-06-07,20:15,Guinness,Beer,5,5.9,2.15,Staff C,29.5,10.75,18.75
TXN005968,2025-06-07,20:15,Aperol Spritz,Cocktails,1,10.5,3.15,Staff C,10.5,3.15,7.35
TXN005968,2025-06-07,20:15,Hop House 13,Beer,1,6.1,2.4,Staff C,6.1,2.4,3.7
TXN005968,2025-06-07,20:15,Vodka Coke,Spirits,1,7.6,2.25,Staff C,7.6,2.25,5.35
TXN005969,2025-07-04,22:35,Guinness,Beer,3,5.9,2.15,Staff B,17.7,6.45,11.25
TXN005969,2025-07-04,22:35,Carlsberg,Beer,2,5.9,2.25,Staff B,11.8,4.5,7.3
TXN005969,2025-07-04,22:35,Tequila Shot,Spirits,2,6.9,1.9,Staff B,13.8,3.8,10.0
TXN005970,2025-04-04,20:00,Red Bull,Soft Drink,1,4.2,1.55,Staff I,4.2,1.55,2.65
TXN005971,2025-04-21,22:20,Gin White Lemonade,Spirits,2,7.8,2.35,Staff C,15.6,4.7,10.9
TXN005972,2025-07-11,19:40,Smithwicks,Beer,2,5.8,2.1,Staff C,11.6,4.2,7.4
TXN005972,2025-07-11,19:40,Jagerbomb,Spirits,3,8.5,3.1,Staff C,25.5,9.3,16.2
TXN005972,2025-07-11,19:40,Scampi Fries,Snacks,4,2.0,0.85,Staff C,8.0,3.4,4.6
TXN005973,2025-02-22,20:15,Bulmers,Cider,2,6.3,2.6,Staff A,12.6,5.2,7.4
TXN005973,2025-02-22,20:15,Madri,Beer,1,6.3,2.65,Staff A,6.3,2.65,3.65
TXN005973,2025-02-22,20:15,Tequila Shot,Spirits,1,6.9,1.9,Staff A,6.9,1.9,5.0
TXN005974,2025-06-27,23:25,Vodka White Lemonade,Spirits,3,7.6,2.2,Staff D,22.8,6.6,16.2
TXN005974,2025-06-27,23:25,Jagerbomb,Spirits,2,8.5,3.1,Staff D,17.0,6.2,10.8
TXN005975,2025-08-08,20:50,Vodka Red Bull,Spirits,1,8.8,3.0,Staff D,8.8,3.0,5.8
TXN005976,2025-06-28,19:25,Carlsberg,Beer,4,5.9,2.25,Staff D,23.6,9.0,14.6
TXN005976,2025-06-28,19:25,Diet Coke,Soft Drink,1,3.4,0.95,Staff D,3.4,0.95,2.45
TXN005977,2025-10-13,22:50,Madri,Beer,2,6.3,2.65,Staff G,12.6,5.3,7.3
TXN005978,2025-03-29,22:05,Jagerbomb,Spirits,10,8.5,3.1,Staff C,85.0,31.0,54.0
TXN005978,2025-03-29,22:05,Coors Light,Beer,3,6.0,2.35,Staff C,18.0,7.05,10.95
TXN005979,2025-12-11,20:05,Diet Coke,Soft Drink,3,3.4,0.95,Staff B,10.2,2.85,7.35
TXN005980,2025-03-22,16:20,Carlsberg,Beer,5,5.9,2.25,Staff A,29.5,11.25,18.25
TXN005981,2025-02-15,00:05,Guinness,Beer,1,5.9,2.15,Staff I,5.9,2.15,3.75
TXN005982,2025-09-06,00:20,Vodka Red Bull,Spirits,2,8.8,3.0,Staff G,17.6,6.0,11.6
TXN005982,2025-09-06,00:20,Hop House 13,Beer,1,6.1,2.4,Staff G,6.1,2.4,3.7
TXN005982,2025-09-06,00:20,Jagerbomb,Spirits,5,8.5,3.1,Staff G,42.5,15.5,27.0
TXN005982,2025-09-06,00:20,Jameson,Spirits,1,6.8,1.95,Staff G,6.8,1.95,4.85
TXN005983,2025-10-31,20:50,Guinness,Beer,2,5.9,2.15,Staff E,11.8,4.3,7.5
TXN005983,2025-10-31,20:50,House Red Wine,Wine,1,7.2,2.75,Staff E,7.2,2.75,4.45
TXN005984,2025-05-17,00:35,Madri,Beer,2,6.3,2.65,Staff H,12.6,5.3,7.3
TXN005985,2025-05-19,21:55,Salted Peanuts,Snacks,1,2.0,0.85,Staff A,2.0,0.85,1.15
TXN005986,2025-12-28,21:25,Red Bull,Soft Drink,1,4.2,1.55,Staff H,4.2,1.55,2.65
TXN005987,2025-08-14,16:55,Smirnoff Ice,Alcopops,1,6.3,2.7,Staff C,6.3,2.7,3.6
TXN005988,2025-05-10,12:10,Vodka Red Bull,Spirits,2,8.8,3.0,Staff A,17.6,6.0,11.6
TXN005989,2025-12-05,18:40,Birra Moretti,Beer,5,6.4,2.75,Staff B,32.0,13.75,18.25
TXN005989,2025-12-05,18:40,Jagerbomb,Spirits,2,8.5,3.1,Staff B,17.0,6.2,10.8
TXN005989,2025-12-05,18:40,Vodka Red Bull,Spirits,1,8.8,3.0,Staff B,8.8,3.0,5.8
TXN005990,2025-11-13,21:35,Vodka Coke,Spirits,2,7.6,2.25,Staff D,15.2,4.5,10.7
TXN005990,2025-11-13,21:35,Hop House 13,Beer,1,6.1,2.4,Staff D,6.1,2.4,3.7
TXN005991,2025-02-21,01:05,Guinness,Beer,2,5.9,2.15,Staff H,11.8,4.3,7.5
TXN005991,2025-02-21,01:05,Rockshore Cider,Cider,2,6.2,2.55,Staff H,12.4,5.1,7.3
TXN005991,2025-02-21,01:05,Mojito,Cocktails,1,10.5,3.25,Staff H,10.5,3.25,7.25
TXN005991,2025-02-21,01:05,Baby Guinness Shot,Spirits,2,6.8,2.1,Staff H,13.6,4.2,9.4
TXN005992,2025-12-31,21:10,Heineken,Beer,1,6.1,2.35,Staff A,6.1,2.35,3.75
TXN005992,2025-12-31,21:10,Guinness,Beer,2,5.9,2.15,Staff A,11.8,4.3,7.5
TXN005993,2025-06-18,20:00,Beamish,Beer,3,5.8,2.05,Staff A,17.4,6.15,11.25
TXN005994,2025-08-02,22:00,Red Bull,Soft Drink,1,4.3,1.55,Staff G,4.3,1.55,2.75
TXN005994,2025-08-02,22:00,Vodka Coke,Spirits,1,7.6,2.25,Staff G,7.6,2.25,5.35
TXN005994,2025-08-02,22:00,Jagerbomb,Spirits,2,8.5,3.1,Staff G,17.0,6.2,10.8
TXN005995,2025-06-27,22:25,Baby Guinness Shot,Spirits,1,6.8,2.1,Staff E,6.8,2.1,4.7
TXN005995,2025-06-27,22:25,Bacon Fries,Snacks,1,2.0,0.85,Staff E,2.0,0.85,1.15
TXN005995,2025-06-27,22:25,Blue WKD,Alcopops,2,6.3,2.65,Staff E,12.6,5.3,7.3
TXN005995,2025-06-27,22:25,Vodka Coke,Spirits,1,7.6,2.25,Staff E,7.6,2.25,5.35
TXN005995,2025-06-27,22:25,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff E,15.2,4.4,10.8
TXN005996,2025-07-15,19:10,Captain Morgan Coke,Spirits,2,7.6,2.25,Staff D,15.2,4.5,10.7
TXN005996,2025-07-15,19:10,Corona,Beer,1,6.4,2.8,Staff D,6.4,2.8,3.6
TXN005997,2025-08-23,21:55,Vodka Red Bull,Spirits,4,8.8,3.0,Staff C,35.2,12.0,23.2
TXN005997,2025-08-23,21:55,Espresso Martini,Cocktails,1,11.0,3.35,Staff C,11.0,3.35,7.65
TXN005997,2025-08-23,21:55,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff C,15.2,4.4,10.8
TXN005997,2025-08-23,21:55,Carlsberg,Beer,5,5.9,2.25,Staff C,29.5,11.25,18.25
TXN005997,2025-08-23,21:55,Birra Moretti,Beer,4,6.4,2.75,Staff C,25.6,11.0,14.6
TXN005998,2025-03-02,18:20,Coors Light,Beer,1,6.0,2.35,Staff C,6.0,2.35,3.65
TXN005998,2025-03-02,18:20,Sauvignon Blanc,Wine,1,8.2,3.2,Staff C,8.2,3.2,5.0
TXN005998,2025-03-02,18:20,House White Wine,Wine,1,7.2,2.7,Staff C,7.2,2.7,4.5
TXN005998,2025-03-02,18:20,Hop House 13,Beer,3,6.1,2.4,Staff C,18.3,7.2,11.1
TXN005999,2025-01-18,23:15,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff E,15.2,4.4,10.8
TXN005999,2025-01-18,23:15,West Coast Cooler,Alcopops,1,6.4,2.75,Staff E,6.4,2.75,3.65
TXN005999,2025-01-18,23:15,Tuborg,Beer,2,5.8,2.2,Staff E,11.6,4.4,7.2
TXN005999,2025-01-18,23:15,Malibu Dash,Spirits,1,7.4,2.15,Staff E,7.4,2.15,5.25
TXN005999,2025-01-18,23:15,Rockshore Cider,Cider,1,6.2,2.55,Staff E,6.2,2.55,3.65
TXN005999,2025-01-18,23:15,Jagerbomb,Spirits,1,8.5,3.1,Staff E,8.5,3.1,5.4
TXN006000,2025-12-19,21:25,Gin White Lemonade,Spirits,1,7.8,2.35,Staff D,7.8,2.35,5.45
TXN006000,2025-12-19,21:25,Salted Peanuts,Snacks,2,2.0,0.85,Staff D,4.0,1.7,2.3
TXN006001,2025-03-14,01:00,Coors Light,Beer,1,6.0,2.35,Staff F,6.0,2.35,3.65
TXN006002,2025-05-11,19:00,Jameson,Spirits,2,6.8,1.95,Staff A,13.6,3.9,9.7
TXN006003,2025-02-23,21:10,Rum Coke,Spirits,2,7.5,2.15,Staff G,15.0,4.3,10.7
TXN006004,2025-08-15,18:20,Guinness,Beer,2,5.9,2.15,Staff C,11.8,4.3,7.5
TXN006005,2025-10-30,17:05,Gin White Lemonade,Spirits,2,7.8,2.35,Staff D,15.6,4.7,10.9
TXN006005,2025-10-30,17:05,Beamish,Beer,1,5.8,2.05,Staff D,5.8,2.05,3.75
TXN006005,2025-10-30,17:05,Captain Morgan Coke,Spirits,1,7.6,2.25,Staff D,7.6,2.25,5.35
TXN006006,2025-03-07,23:50,Corona,Beer,1,6.4,2.8,Staff H,6.4,2.8,3.6
TXN006007,2025-03-11,22:40,Margarita,Cocktails,4,10.8,3.35,Staff E,43.2,13.4,29.8
TXN006008,2025-08-01,22:05,Baby Guinness Shot,Spirits,1,6.8,2.1,Staff A,6.8,2.1,4.7
TXN006008,2025-08-01,22:05,Tayto,Snacks,1,1.8,0.75,Staff A,1.8,0.75,1.05
TXN006008,2025-08-01,22:05,Blue WKD,Alcopops,2,6.3,2.65,Staff A,12.6,5.3,7.3
TXN006009,2025-10-25,22:10,Guinness,Beer,3,5.9,2.15,Staff D,17.7,6.45,11.25
TXN006009,2025-10-25,22:10,Corona,Beer,3,6.4,2.8,Staff D,19.2,8.4,10.8
TXN006010,2025-12-20,15:45,Vodka Red Bull,Spirits,1,8.8,3.0,Staff G,8.8,3.0,5.8
TXN006011,2025-05-10,22:10,Captain Morgan Coke,Spirits,1,7.6,2.25,Staff G,7.6,2.25,5.35
TXN006011,2025-05-10,22:10,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff G,15.2,4.4,10.8
TXN006011,2025-05-10,22:10,Hop House 13,Beer,1,6.1,2.4,Staff G,6.1,2.4,3.7
TXN006011,2025-05-10,22:10,Corona,Beer,4,6.3,2.8,Staff G,25.2,11.2,14.0
TXN006011,2025-05-10,22:10,Madri,Beer,3,6.3,2.65,Staff G,18.9,7.95,10.95
TXN006012,2025-05-22,21:25,Jagerbomb,Spirits,2,8.5,3.1,Staff E,17.0,6.2,10.8
TXN006013,2025-01-25,19:20,Guinness,Beer,4,5.9,2.15,Staff A,23.6,8.6,15.0
TXN006013,2025-01-25,19:20,Tequila Shot,Spirits,1,6.9,1.9,Staff A,6.9,1.9,5.0
TXN006014,2025-09-16,22:05,Madri,Beer,4,6.3,2.65,Staff B,25.2,10.6,14.6
TXN006015,2025-03-17,22:00,Birra Moretti,Beer,2,6.3,2.75,Staff A,12.6,5.5,7.1
TXN006015,2025-03-17,22:00,Madri,Beer,8,6.3,2.65,Staff A,50.4,21.2,29.2
TXN006016,2025-11-01,22:40,Salted Peanuts,Snacks,1,2.0,0.85,Staff G,2.0,0.85,1.15
TXN006017,2025-10-06,20:30,Rockshore Cider,Cider,2,6.2,2.55,Staff F,12.4,5.1,7.3
TXN006018,2025-01-31,22:45,Smirnoff Ice,Alcopops,1,6.3,2.7,Staff G,6.3,2.7,3.6
TXN006018,2025-01-31,22:45,Bulmers,Cider,2,6.3,2.6,Staff G,12.6,5.2,7.4
TXN006018,2025-01-31,22:45,Heineken,Beer,5,6.1,2.35,Staff G,30.5,11.75,18.75
TXN006019,2025-12-27,17:30,Beamish,Beer,3,5.8,2.05,Staff G,17.4,6.15,11.25
TXN006019,2025-12-27,17:30,Dry Roasted Peanuts,Snacks,1,2.0,0.85,Staff G,2.0,0.85,1.15
TXN006019,2025-12-27,17:30,Guinness,Beer,1,5.9,2.15,Staff G,5.9,2.15,3.75
TXN006020,2025-10-31,20:25,Vodka Coke,Spirits,2,7.6,2.25,Staff E,15.2,4.5,10.7
TXN006021,2025-03-06,15:20,Baileys,Spirits,1,6.5,2.05,Staff E,6.5,2.05,4.45
TXN006022,2025-12-03,23:20,Corona,Beer,1,6.6,2.8,Staff G,6.6,2.8,3.8
TXN006023,2025-02-07,17:45,Rum Coke,Spirits,1,7.5,2.15,Staff H,7.5,2.15,5.35
TXN006024,2025-07-02,20:55,Dry Roasted Peanuts,Snacks,2,2.0,0.85,Staff H,4.0,1.7,2.3
TXN006025,2025-11-14,19:20,Prosecco,Wine,1,8.8,3.55,Staff B,8.8,3.55,5.25
TXN006025,2025-11-14,19:20,Mojito,Cocktails,1,10.5,3.25,Staff B,10.5,3.25,7.25
TXN006026,2025-07-27,19:00,Margarita,Cocktails,2,10.8,3.35,Staff C,21.6,6.7,14.9
TXN006026,2025-07-27,19:00,Tequila Shot,Spirits,6,6.9,1.9,Staff C,41.4,11.4,30.0
TXN006027,2025-02-28,19:15,Coors Light,Beer,1,6.0,2.35,Staff A,6.0,2.35,3.65
TXN006027,2025-02-28,19:15,Dry Roasted Peanuts,Snacks,2,2.0,0.85,Staff A,4.0,1.7,2.3
TXN006027,2025-02-28,19:15,Budweiser,Beer,2,6.0,2.35,Staff A,12.0,4.7,7.3
TXN006028,2025-03-15,01:45,Guinness,Beer,1,5.9,2.15,Staff C,5.9,2.15,3.75
TXN006028,2025-03-15,01:45,Vodka Red Bull,Spirits,1,8.8,3.0,Staff C,8.8,3.0,5.8
TXN006029,2025-11-01,20:50,Rockshore Lager,Beer,2,6.0,2.4,Staff B,12.0,4.8,7.2
TXN006030,2025-03-29,18:10,Jameson,Spirits,1,6.8,1.95,Staff D,6.8,1.95,4.85
TXN006031,2025-10-02,22:10,Vodka White Lemonade,Spirits,1,7.6,2.2,Staff B,7.6,2.2,5.4
TXN006031,2025-10-02,22:10,Vodka Red Bull,Spirits,1,8.8,3.0,Staff B,8.8,3.0,5.8
TXN006031,2025-10-02,22:10,Madri,Beer,3,6.3,2.65,Staff B,18.9,7.95,10.95
TXN006032,2025-11-09,16:25,Dry Roasted Peanuts,Snacks,2,2.0,0.85,Staff E,4.0,1.7,2.3
TXN006033,2025-07-12,23:40,Smirnoff Ice,Alcopops,2,6.3,2.7,Staff H,12.6,5.4,7.2
TXN006034,2025-09-19,21:00,Guinness,Beer,1,5.9,2.15,Staff E,5.9,2.15,3.75
TXN006035,2025-07-24,19:10,Pornstar Martini,Cocktails,2,11.5,3.75,Staff H,23.0,7.5,15.5
TXN006036,2025-04-02,22:10,Smirnoff Ice,Alcopops,1,6.3,2.7,Staff I,6.3,2.7,3.6
TXN006037,2025-01-31,20:50,Tuborg,Beer,4,5.8,2.2,Staff C,23.2,8.8,14.4
TXN006037,2025-01-31,20:50,Blue WKD,Alcopops,2,6.3,2.65,Staff C,12.6,5.3,7.3
TXN006038,2025-12-20,19:00,Scampi Fries,Snacks,1,2.0,0.85,Staff D,2.0,0.85,1.15
TXN006038,2025-12-20,19:00,Vodka Red Bull,Spirits,1,8.8,3.0,Staff D,8.8,3.0,5.8
TXN006038,2025-12-20,19:00,House Red Wine,Wine,1,7.2,2.75,Staff D,7.2,2.75,4.45
TXN006038,2025-12-20,19:00,Hop House 13,Beer,4,6.1,2.4,Staff D,24.4,9.6,14.8
TXN006039,2025-10-01,21:50,Vodka Coke,Spirits,2,7.6,2.25,Staff E,15.2,4.5,10.7
TXN006040,2025-02-02,15:30,Old Fashioned,Cocktails,1,11.5,3.95,Staff B,11.5,3.95,7.55
TXN006041,2025-10-08,20:50,Bulmers,Cider,2,6.3,2.6,Staff F,12.6,5.2,7.4
TXN006042,2025-08-12,21:25,Vodka Red Bull,Spirits,3,8.8,3.0,Staff E,26.4,9.0,17.4
TXN006043,2025-06-28,18:50,Rockshore Lager,Beer,1,6.0,2.4,Staff E,6.0,2.4,3.6
TXN006044,2025-05-29,18:25,Rum Coke,Spirits,1,7.5,2.15,Staff G,7.5,2.15,5.35
TXN006044,2025-05-29,18:25,West Coast Cooler,Alcopops,3,6.4,2.75,Staff G,19.2,8.25,10.95
TXN006044,2025-05-29,18:25,Baby Guinness Shot,Spirits,4,6.8,2.1,Staff G,27.2,8.4,18.8
TXN006044,2025-05-29,18:25,Sambuca Shot,Spirits,5,6.8,1.9,Staff G,34.0,9.5,24.5
TXN006045,2025-11-16,18:50,Coors Light,Beer,3,6.0,2.35,Staff A,18.0,7.05,10.95
TXN006045,2025-11-16,18:50,Budweiser,Beer,3,6.0,2.35,Staff A,18.0,7.05,10.95
TXN006046,2025-03-06,21:40,Gin Tonic,Spirits,2,7.8,2.35,Staff G,15.6,4.7,10.9
TXN006047,2025-01-06,17:15,Espresso Martini,Cocktails,1,11.0,3.35,Staff F,11.0,3.35,7.65
TXN006048,2025-11-09,21:55,Heineken,Beer,2,6.1,2.35,Staff E,12.2,4.7,7.5
TXN006049,2025-12-12,19:40,Margarita,Cocktails,3,10.8,3.35,Staff D,32.4,10.05,22.35
TXN006050,2025-04-19,19:35,Sambuca Shot,Spirits,5,6.8,1.9,Staff A,34.0,9.5,24.5
TXN006051,2025-02-06,22:00,Rockshore Lager,Beer,1,6.0,2.4,Staff F,6.0,2.4,3.6
TXN006052,2025-07-05,00:15,Blue WKD,Alcopops,1,6.3,2.65,Staff I,6.3,2.65,3.65
TXN006052,2025-07-05,00:15,Prosecco,Wine,1,8.8,3.55,Staff I,8.8,3.55,5.25
TXN006053,2025-07-12,23:50,Heineken,Beer,1,6.1,2.35,Staff G,6.1,2.35,3.75
TXN006053,2025-07-12,23:50,Jagerbomb,Spirits,6,8.5,3.1,Staff G,51.0,18.6,32.4
TXN006054,2025-11-22,20:25,House Red Wine,Wine,2,7.2,2.75,Staff B,14.4,5.5,8.9
TXN006055,2025-06-21,21:35,Baby Guinness Shot,Spirits,5,6.8,2.1,Staff B,34.0,10.5,23.5
TXN006055,2025-06-21,21:35,Vodka Coke,Spirits,1,7.6,2.25,Staff B,7.6,2.25,5.35
TXN006055,2025-06-21,21:35,Birra Moretti,Beer,2,6.4,2.75,Staff B,12.8,5.5,7.3
TXN006056,2025-05-10,20:20,Dry Roasted Peanuts,Snacks,1,2.0,0.85,Staff B,2.0,0.85,1.15
TXN006056,2025-05-10,20:20,Corona,Beer,1,6.4,2.8,Staff B,6.4,2.8,3.6
TXN006057,2025-11-09,14:10,Vodka White Lemonade,Spirits,2,7.6,2.2,Staff G,15.2,4.4,10.8
TXN006058,2025-08-17,20:00,Vodka White Lemonade,Spirits,1,7.6,2.2,Staff H,7.6,2.2,5.4
TXN006059,2025-04-29,22:50,Pornstar Martini,Cocktails,1,11.5,3.75,Staff A,11.5,3.75,7.75
TXN006060,2025-09-13,16:50,Gin White Lemonade,Spirits,2,7.8,2.35,Staff E,15.6,4.7,10.9
TXN006061,2025-10-12,21:45,Jagerbomb,Spirits,5,8.5,3.1,Staff F,42.5,15.5,27.0
TXN006061,2025-10-12,21:45,Tayto,Snacks,2,1.8,0.75,Staff F,3.6,1.5,2.1
TXN006062,2025-07-25,20:40,Baby Guinness Shot,Spirits,4,6.8,2.1,Staff C,27.2,8.4,18.8
TXN006062,2025-07-25,20:40,Birra Moretti,Beer,3,6.4,2.75,Staff C,19.2,8.25,10.95
TXN006063,2025-11-03,21:30,Orange Juice,Soft Drink,3,3.7,1.15,Staff C,11.1,3.45,7.65
TXN006064,2025-12-27,01:10,Carlsberg,Beer,1,5.9,2.25,Staff F,5.9,2.25,3.65
TXN006065,2025-12-25,21:10,Salted Peanuts,Snacks,1,2.0,0.85,Staff D,2.0,0.85,1.15
TXN006065,2025-12-25,21:10,Birra Moretti,Beer,2,6.4,2.75,Staff D,12.8,5.5,7.3
TXN006066,2025-08-08,23:35,Bulmers,Cider,1,6.2,2.6,Staff E,6.2,2.6,3.6
TXN006067,2025-08-16,13:00,Hop House 13,Beer,2,6.1,2.4,Staff E,12.2,4.8,7.4
TXN006068,2025-05-31,19:50,Guinness,Beer,5,5.9,2.15,Staff F,29.5,10.75,18.75
TXN006068,2025-05-31,19:50,Coors Light,Beer,4,6.0,2.35,Staff F,24.0,9.4,14.6
TXN006068,2025-05-31,19:50,Vodka Red Bull,Spirits,1,8.8,3.0,Staff F,8.8,3.0,5.8
TXN006069,2025-03-20,21:30,Hop House 13,Beer,1,6.1,2.4,Staff F,6.1,2.4,3.7
TXN006069,2025-03-20,21:30,Vodka Red Bull,Spirits,1,8.8,3.0,Staff F,8.8,3.0,5.8
TXN006069,2025-03-20,21:30,Aperol Spritz,Cocktails,1,10.5,3.15,Staff F,10.5,3.15,7.35
TXN006069,2025-03-20,21:30,Bulmers,Cider,2,6.3,2.6,Staff F,12.6,5.2,7.4
TXN006069,2025-03-20,21:30,Heineken,Beer,4,6.1,2.35,Staff F,24.4,9.4,15.0
TXN006070,2025-11-10,16:50,7Up,Soft Drink,2,3.4,0.95,Staff C,6.8,1.9,4.9
TXN006071,2025-08-02,21:50,Guinness,Beer,1,5.9,2.15,Staff H,5.9,2.15,3.75
TXN006071,2025-08-02,21:50,Tequila Shot,Spirits,3,6.9,1.9,Staff H,20.7,5.7,15.0
TXN006072,2025-08-29,01:40,Sambuca Shot,Spirits,3,6.8,1.9,Staff B,20.4,5.7,14.7
TXN006073,2025-09-07,20:25,Bulmers,Cider,1,6.3,2.6,Staff I,6.3,2.6,3.7
TXN006074,2025-06-14,17:00,Vodka White Lemonade,Spirits,1,7.6,2.2,Staff B,7.6,2.2,5.4
TXN006074,2025-06-14,17:00,Jagerbomb,Spirits,8,8.5,3.1,Staff B,68.0,24.8,43.2
TXN006075,2025-06-27,00:45,Pornstar Martini,Cocktails,2,11.5,3.75,Staff H,23.0,7.5,15.5
TXN006075,2025-06-27,00:45,Guinness,Beer,2,5.9,2.15,Staff H,11.8,4.3,7.5
TXN006075,2025-06-27,00:45,Baby Guinness Shot,Spirits,2,6.8,2.1,Staff H,13.6,4.2,9.4
TXN006076,2025-06-28,12:05,Tayto,Snacks,1,1.8,0.75,Staff B,1.8,0.75,1.05
TXN006077,2025-12-12,00:45,Vodka Coke,Spirits,1,7.6,2.25,Staff B,7.6,2.25,5.35
TXN006078,2025-08-17,21:20,Madri,Beer,1,6.3,2.65,Staff A,6.3,2.65,3.65
TXN006079,2025-02-14,23:05,West Coast Cooler,Alcopops,1,6.4,2.75,Staff D,6.4,2.75,3.65
TXN006079,2025-02-14,23:05,Baby Guinness Shot,Spirits,6,6.8,2.1,Staff D,40.8,12.6,28.2
TXN006080,2025-11-27,23:45,Jagerbomb,Spirits,1,8.5,3.1,Staff A,8.5,3.1,5.4
TXN006081,2025-04-19,23:40,Tequila Shot,Spirits,4,6.9,1.9,Staff H,27.6,7.6,20.0
TXN006081,2025-04-19,23:40,Vodka Coke,Spirits,3,7.6,2.25,Staff H,22.8,6.75,16.05
TXN006082,2025-03-14,21:20,Vodka Coke,Spirits,1,7.6,2.25,Staff B,7.6,2.25,5.35
TXN006083,2025-04-12,16:50,Gin Tonic,Spirits,1,7.8,2.35,Staff E,7.8,2.35,5.45
TXN006084,2025-01-24,21:30,Smirnoff Ice,Alcopops,2,6.3,2.7,Staff B,12.6,5.4,7.2
TXN006085,2025-07-11,21:45,Gin Tonic,Spirits,1,7.8,2.35,Staff D,7.8,2.35,5.45
TXN006085,2025-07-11,21:45,Coke,Soft Drink,1,3.4,0.95,Staff D,3.4,0.95,2.45
